Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[38]     0.0    0.00    0.00  236297         std::__is_constant_evaluated() [38]
-----------------------------------------------
                0.00    0.00      22/200195      void std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_realloc_insert<std::array<double, 3ul> const&>(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul> const&) [154]
                0.00    0.00  100054/200195      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [14]
                0.00    0.00  100119/200195      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::~vector() [57]
[39]     0.0    0.00    0.00  200195         std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_get_Tp_allocator() [39]
-----------------------------------------------
                0.00    0.00  100054/200173      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::vector(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > const&) [14]
                0.00    0.00  100119/200173      std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_Vector_impl::~_Vector_impl() [55]
[40]     0.0    0.00    0.00  200173         std::__new_allocator<std::array<double, 3ul> >::~__new_allocator() [40]
-----------------------------------------------
                0.00    0.00  100054/200108      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::begin() const [65]
                0.00    0.00  100054/200108      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::end() const [64]
[41]     0.0    0.00    0.00  200108         __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::__normal_iterator(std::array<double, 3ul> const* const&) [41]
-----------------------------------------------
                0.00    0.00  200108/200108      std::array<double, 3ul> const* std::__niter_base<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >) [44]
[42]     0.0    0.00    0.00  200108         __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::base() const [42]
-----------------------------------------------
                0.00    0.00  200108/200108      std::array<double, 3ul>* std::copy<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [74]
[43]     0.0    0.00    0.00  200108         __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > std::__miter_base<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >) [43]
-----------------------------------------------
                0.00    0.00  200108/200108      std::array<double, 3ul>* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [71]
[44]     0.0    0.00    0.00  200108         std::array<double, 3ul> const* std::__niter_base<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >) [44]
                0.00    0.00  200108/200108      __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::base() const [42]
-----------------------------------------------
                0.00    0.00      14/186361      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [141]
                0.00    0.00      14/186361      std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_S_max_size(std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > const&) [131]
                0.00    0.00      14/186361      std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [136]
                0.00    0.00      22/186361      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_S_max_size(std::allocator<std::array<double, 3ul> > const&) [112]
                0.00    0.00  186297/186361      double std::generate_canonical<double, 53ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [51]
[45]     0.0    0.00    0.00  186361         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [45]
-----------------------------------------------
                0.00    0.00       7/186329      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [165]
                0.00    0.00       7/186329      std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_check_len(unsigned long, char const*) const [163]
                0.00    0.00       7/186329      std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [164]
                0.00    0.00      11/186329      std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_check_len(unsigned long, char const*) const [153]
                0.00    0.00  186297/186329      double std::generate_canonical<double, 53ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [51]
[46]     0.0    0.00    0.00  186329         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00  186297/186297      double std::uniform_real_distribution<double>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::uniform_real_distribution<double>::param_type const&) [11]
[47]     0.0    0.00    0.00  186297         std::uniform_real_distribution<double>::param_type::b() const [47]
-----------------------------------------------
                0.00    0.00  186297/186297      std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [49]
[48]     0.0    0.00    0.00  186297         std::uniform_real_distribution<double>::param_type::param_type(double, double) [48]
                0.00    0.00  186297/236297      std::__is_constant_evaluated() [38]
-----------------------------------------------
                0.00    0.00  186297/186297      random_double(double, double) [9]
[49]     0.0    0.00    0.00  186297         std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [49]
                0.00    0.00  186297/186297      std::uniform_real_distribution<double>::param_type::param_type(double, double) [48]
-----------------------------------------------
                0.00    0.00  186297/186297      double std::uniform_real_distribution<double>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::uniform_real_distribution<double>::param_type const&) [11]
[50]     0.0    0.00    0.00  186297         std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, double>::_Adaptor(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [50]
-----------------------------------------------
                0.00    0.00  186297/186297      std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, double>::operator()() [12]
[51]     0.0    0.00    0.00  186297         double std::generate_canonical<double, 53ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [51]
                0.00    0.00  372594/372594      std::log(long double) [37]
                0.00    0.00  372594/372594      std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::min() [36]
                0.00    0.00  372594/422594      std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::operator()() [32]
                0.00    0.00  186297/186361      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [45]
                0.00    0.00  186297/186329      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00      11/100130      void std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_realloc_insert<std::array<double, 3ul> const&>(__gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul> const&) [154]
                0.00    0.00  100119/100130      std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::~_Vector_base() [56]
[52]     0.0    0.00    0.00  100130         std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_deallocate(std::array<double, 3ul>*, unsigned long) [52]
                0.00    0.00  100065/100065      std::__new_allocator<std::array<double, 3ul> >::deallocate(std::array<double, 3ul>*, unsigned long) [61]
-----------------------------------------------
                0.00    0.00      66/100120      std::array<double, 3ul>* std::__relocate_a<std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> > >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&) [117]
                0.00    0.00  100054/100120      std::array<double, 3ul>* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [71]
[53]     0.0    0.00    0.00  100120         std::array<double, 3ul>* std::__niter_base<std::array<double, 3ul>*>(std::array<double, 3ul>*) [53]
